2022-10-14 14:21:49,120 INFO    MainThread:2495 [jupyter.py:save_ipynb():378] not saving jupyter notebook
2022-10-14 14:21:53,693 INFO    MainThread:2495 [wandb_init.py:_resume_backend():398] resuming backend
2022-10-14 14:22:57,385 INFO    MainThread:2495 [wandb_init.py:_pause_backend():389] pausing backend
2022-10-14 14:22:57,385 INFO    MainThread:2495 [jupyter.py:save_ipynb():378] not saving jupyter notebook
2022-10-14 14:25:13,274 INFO    MainThread:2495 [wandb_init.py:_resume_backend():398] resuming backend
2022-10-14 14:25:13,276 INFO    MainThread:2495 [wandb_init.py:_pause_backend():389] pausing backend
2022-10-14 14:25:13,276 INFO    MainThread:2495 [jupyter.py:save_ipynb():378] not saving jupyter notebook
2022-10-14 14:25:20,322 INFO    MainThread:2495 [wandb_init.py:_resume_backend():398] resuming backend
2022-10-14 14:26:28,486 INFO    MainThread:2495 [wandb_init.py:_pause_backend():389] pausing backend
2022-10-14 14:26:28,486 INFO    MainThread:2495 [jupyter.py:save_ipynb():378] not saving jupyter notebook
2022-10-14 14:27:25,596 INFO    MainThread:2495 [wandb_init.py:_resume_backend():398] resuming backend
2022-10-14 14:27:25,598 INFO    MainThread:2495 [wandb_init.py:_pause_backend():389] pausing backend
2022-10-14 14:27:25,599 INFO    MainThread:2495 [jupyter.py:save_ipynb():378] not saving jupyter notebook
2022-10-14 14:27:28,196 INFO    MainThread:2495 [wandb_init.py:_resume_backend():398] resuming backend
2022-10-14 14:39:21,519 INFO    MainThread:2495 [wandb_init.py:_pause_backend():389] pausing backend
2022-10-14 14:39:21,524 INFO    MainThread:2495 [jupyter.py:save_ipynb():378] not saving jupyter notebook
